,Compound,Date,Media Source,Negative,Neutral,Positive,Tweets Ago
50,0.4215,Sun Jan 07 17:19:01 +0000 2018,BBC,0.797,0.0,0.203,51
51,0.128,Sun Jan 07 16:53:27 +0000 2018,BBC,0.359,0.308,0.333,52
52,-0.0258,Sun Jan 07 16:34:03 +0000 2018,BBC,0.695,0.155,0.15,53
53,0.5859,Sun Jan 07 16:31:59 +0000 2018,BBC,0.612,0.0,0.388,54
54,0.6369,Sun Jan 07 16:31:55 +0000 2018,BBC,0.769,0.0,0.231,55
55,0.0,Sun Jan 07 16:31:45 +0000 2018,BBC,1.0,0.0,0.0,56
56,0.4019,Sun Jan 07 16:31:39 +0000 2018,BBC,0.828,0.0,0.172,57
57,0.0,Sun Jan 07 16:30:09 +0000 2018,BBC,1.0,0.0,0.0,58
58,0.0,Sun Jan 07 16:27:07 +0000 2018,BBC,1.0,0.0,0.0,59
59,0.0,Sun Jan 07 16:25:04 +0000 2018,BBC,1.0,0.0,0.0,60
60,0.4588,Mon Jan 08 07:38:10 +0000 2018,BBC,0.667,0.0,0.333,61
61,0.2263,Sun Jan 07 20:03:03 +0000 2018,BBC,0.734,0.107,0.158,62
62,0.7351,Sun Jan 07 19:30:04 +0000 2018,BBC,0.721,0.0,0.279,63
63,0.0,Sun Jan 07 19:25:10 +0000 2018,BBC,1.0,0.0,0.0,64
64,0.0,Sun Jan 07 19:22:48 +0000 2018,BBC,1.0,0.0,0.0,65
65,0.0,Sun Jan 07 19:19:39 +0000 2018,BBC,1.0,0.0,0.0,66
66,-0.1531,Sun Jan 07 19:18:56 +0000 2018,BBC,0.926,0.074,0.0,67
67,0.3612,Sun Jan 07 19:00:05 +0000 2018,BBC,0.898,0.0,0.102,68
68,0.0,Sun Jan 07 18:32:03 +0000 2018,BBC,1.0,0.0,0.0,69
69,0.6369,Sun Jan 07 17:59:05 +0000 2018,BBC,0.682,0.0,0.318,70
70,0.4215,Sun Jan 07 17:19:01 +0000 2018,BBC,0.797,0.0,0.203,71
71,0.128,Sun Jan 07 16:53:27 +0000 2018,BBC,0.359,0.308,0.333,72
72,-0.0258,Sun Jan 07 16:34:03 +0000 2018,BBC,0.695,0.155,0.15,73
73,0.5859,Sun Jan 07 16:31:59 +0000 2018,BBC,0.612,0.0,0.388,74
74,0.6369,Sun Jan 07 16:31:55 +0000 2018,BBC,0.769,0.0,0.231,75
75,0.0,Sun Jan 07 16:31:45 +0000 2018,BBC,1.0,0.0,0.0,76
76,0.4019,Sun Jan 07 16:31:39 +0000 2018,BBC,0.828,0.0,0.172,77
77,0.0,Sun Jan 07 16:30:09 +0000 2018,BBC,1.0,0.0,0.0,78
78,0.0,Sun Jan 07 16:27:07 +0000 2018,BBC,1.0,0.0,0.0,79
79,0.0,Sun Jan 07 16:25:04 +0000 2018,BBC,1.0,0.0,0.0,80
80,0.4588,Mon Jan 08 07:38:10 +0000 2018,BBC,0.667,0.0,0.333,81
81,0.2263,Sun Jan 07 20:03:03 +0000 2018,BBC,0.734,0.107,0.158,82
82,0.7351,Sun Jan 07 19:30:04 +0000 2018,BBC,0.721,0.0,0.279,83
83,0.0,Sun Jan 07 19:25:10 +0000 2018,BBC,1.0,0.0,0.0,84
84,0.0,Sun Jan 07 19:22:48 +0000 2018,BBC,1.0,0.0,0.0,85
85,0.0,Sun Jan 07 19:19:39 +0000 2018,BBC,1.0,0.0,0.0,86
86,-0.1531,Sun Jan 07 19:18:56 +0000 2018,BBC,0.926,0.074,0.0,87
87,0.3612,Sun Jan 07 19:00:05 +0000 2018,BBC,0.898,0.0,0.102,88
88,0.0,Sun Jan 07 18:32:03 +0000 2018,BBC,1.0,0.0,0.0,89
89,0.6369,Sun Jan 07 17:59:05 +0000 2018,BBC,0.682,0.0,0.318,90
90,0.4215,Sun Jan 07 17:19:01 +0000 2018,BBC,0.797,0.0,0.203,91
91,0.128,Sun Jan 07 16:53:27 +0000 2018,BBC,0.359,0.308,0.333,92
92,-0.0258,Sun Jan 07 16:34:03 +0000 2018,BBC,0.695,0.155,0.15,93
93,0.5859,Sun Jan 07 16:31:59 +0000 2018,BBC,0.612,0.0,0.388,94
94,0.6369,Sun Jan 07 16:31:55 +0000 2018,BBC,0.769,0.0,0.231,95
95,0.0,Sun Jan 07 16:31:45 +0000 2018,BBC,1.0,0.0,0.0,96
96,0.4019,Sun Jan 07 16:31:39 +0000 2018,BBC,0.828,0.0,0.172,97
97,0.0,Sun Jan 07 16:30:09 +0000 2018,BBC,1.0,0.0,0.0,98
98,0.0,Sun Jan 07 16:27:07 +0000 2018,BBC,1.0,0.0,0.0,99
99,0.0,Sun Jan 07 16:25:04 +0000 2018,BBC,1.0,0.0,0.0,100
100,0.0,Mon Jan 08 00:29:51 +0000 2018,CBS,1.0,0.0,0.0,1
101,0.0,Sat Jan 06 20:05:17 +0000 2018,CBS,1.0,0.0,0.0,2
102,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.686,0.0,0.314,3
103,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.774,0.226,0.0,4
104,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,1.0,0.0,0.0,5
105,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,1.0,0.0,0.0,6
106,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,1.0,0.0,0.0,7
107,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,1.0,0.0,0.0,8
108,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.89,0.0,0.11,9
109,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.879,0.121,0.0,10
110,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.821,0.0,0.179,11
111,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.833,0.167,0.0,12
112,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.857,0.0,0.143,13
113,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,1.0,0.0,0.0,14
114,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.733,0.267,0.0,15
115,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.66,0.0,0.34,16
116,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,1.0,0.0,0.0,17
117,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,1.0,0.0,0.0,18
118,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.736,0.0,0.264,19
119,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,1.0,0.0,0.0,20
120,0.0,Mon Jan 08 00:29:51 +0000 2018,CBS,1.0,0.0,0.0,21
121,0.0,Sat Jan 06 20:05:17 +0000 2018,CBS,1.0,0.0,0.0,22
122,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.686,0.0,0.314,23
123,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.774,0.226,0.0,24
124,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,1.0,0.0,0.0,25
125,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,1.0,0.0,0.0,26
126,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,1.0,0.0,0.0,27
127,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,1.0,0.0,0.0,28
128,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.89,0.0,0.11,29
129,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.879,0.121,0.0,30
130,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.821,0.0,0.179,31
131,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.833,0.167,0.0,32
132,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.857,0.0,0.143,33
133,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,1.0,0.0,0.0,34
134,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.733,0.267,0.0,35
135,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.66,0.0,0.34,36
136,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,1.0,0.0,0.0,37
137,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,1.0,0.0,0.0,38
138,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.736,0.0,0.264,39
139,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,1.0,0.0,0.0,40
140,0.0,Mon Jan 08 00:29:51 +0000 2018,CBS,1.0,0.0,0.0,41
141,0.0,Sat Jan 06 20:05:17 +0000 2018,CBS,1.0,0.0,0.0,42
142,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.686,0.0,0.314,43
143,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.774,0.226,0.0,44
144,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,1.0,0.0,0.0,45
145,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,1.0,0.0,0.0,46
146,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,1.0,0.0,0.0,47
147,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,1.0,0.0,0.0,48
148,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.89,0.0,0.11,49
149,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.879,0.121,0.0,50
150,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.821,0.0,0.179,51
151,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.833,0.167,0.0,52
152,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.857,0.0,0.143,53
153,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,1.0,0.0,0.0,54
154,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.733,0.267,0.0,55
155,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.66,0.0,0.34,56
156,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,1.0,0.0,0.0,57
157,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,1.0,0.0,0.0,58
158,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.736,0.0,0.264,59
159,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,1.0,0.0,0.0,60
160,0.0,Mon Jan 08 00:29:51 +0000 2018,CBS,1.0,0.0,0.0,61
161,0.0,Sat Jan 06 20:05:17 +0000 2018,CBS,1.0,0.0,0.0,62
162,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.686,0.0,0.314,63
163,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.774,0.226,0.0,64
164,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,1.0,0.0,0.0,65
165,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,1.0,0.0,0.0,66
166,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,1.0,0.0,0.0,67
167,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,1.0,0.0,0.0,68
168,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.89,0.0,0.11,69
169,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.879,0.121,0.0,70
170,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.821,0.0,0.179,71
171,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.833,0.167,0.0,72
172,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.857,0.0,0.143,73
173,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,1.0,0.0,0.0,74
174,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.733,0.267,0.0,75
175,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.66,0.0,0.34,76
176,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,1.0,0.0,0.0,77
177,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,1.0,0.0,0.0,78
178,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.736,0.0,0.264,79
179,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,1.0,0.0,0.0,80
180,0.0,Mon Jan 08 00:29:51 +0000 2018,CBS,1.0,0.0,0.0,81
181,0.0,Sat Jan 06 20:05:17 +0000 2018,CBS,1.0,0.0,0.0,82
182,0.8271,Sat Jan 06 19:04:08 +0000 2018,CBS,0.686,0.0,0.314,83
183,-0.7717,Sat Jan 06 19:03:38 +0000 2018,CBS,0.774,0.226,0.0,84
184,0.0,Sat Jan 06 00:37:55 +0000 2018,CBS,1.0,0.0,0.0,85
185,0.0,Sat Jan 06 00:30:53 +0000 2018,CBS,1.0,0.0,0.0,86
186,0.0,Fri Jan 05 18:30:42 +0000 2018,CBS,1.0,0.0,0.0,87
187,0.0,Fri Jan 05 16:05:58 +0000 2018,CBS,1.0,0.0,0.0,88
188,0.1867,Thu Jan 04 23:13:02 +0000 2018,CBS,0.89,0.0,0.11,89
189,-0.296,Thu Jan 04 14:43:09 +0000 2018,CBS,0.879,0.121,0.0,90
190,0.5423,Wed Jan 03 20:33:09 +0000 2018,CBS,0.821,0.0,0.179,91
191,-0.5267,Wed Jan 03 19:51:15 +0000 2018,CBS,0.833,0.167,0.0,92
192,0.5423,Wed Jan 03 15:00:05 +0000 2018,CBS,0.857,0.0,0.143,93
193,0.0,Wed Jan 03 12:00:01 +0000 2018,CBS,1.0,0.0,0.0,94
194,-0.7692,Wed Jan 03 00:47:26 +0000 2018,CBS,0.733,0.267,0.0,95
195,0.8516,Tue Jan 02 22:41:51 +0000 2018,CBS,0.66,0.0,0.34,96
196,0.0,Tue Jan 02 08:00:03 +0000 2018,CBS,1.0,0.0,0.0,97
197,0.0,Mon Jan 01 01:16:12 +0000 2018,CBS,1.0,0.0,0.0,98
198,0.7798,Sun Dec 31 14:37:05 +0000 2017,CBS,0.736,0.0,0.264,99
199,0.0,Sat Dec 30 20:25:20 +0000 2017,CBS,1.0,0.0,0.0,100
200,-0.5267,Mon Jan 08 07:45:10 +0000 2018,CNN,0.703,0.215,0.082,1
201,0.0,Mon Jan 08 07:30:18 +0000 2018,CNN,1.0,0.0,0.0,2
202,-0.6124,Mon Jan 08 07:30:10 +0000 2018,CNN,0.688,0.312,0.0,3
203,0.0,Mon Jan 08 07:15:21 +0000 2018,CNN,1.0,0.0,0.0,4
204,-0.3182,Mon Jan 08 07:00:20 +0000 2018,CNN,0.892,0.108,0.0,5
205,0.4588,Mon Jan 08 06:45:06 +0000 2018,CNN,0.857,0.0,0.143,6
206,0.0,Mon Jan 08 06:42:00 +0000 2018,CNN,1.0,0.0,0.0,7
207,-0.34,Mon Jan 08 06:34:17 +0000 2018,CNN,0.888,0.112,0.0,8
208,-0.3626,Mon Jan 08 06:30:51 +0000 2018,CNN,0.838,0.162,0.0,9
209,0.3597,Mon Jan 08 06:30:13 +0000 2018,CNN,0.849,0.0,0.151,10
210,0.5719,Mon Jan 08 06:20:07 +0000 2018,CNN,0.73,0.0,0.27,11
211,0.0,Mon Jan 08 06:15:07 +0000 2018,CNN,1.0,0.0,0.0,12
212,0.0,Mon Jan 08 06:04:30 +0000 2018,CNN,1.0,0.0,0.0,13
213,-0.4927,Mon Jan 08 06:02:02 +0000 2018,CNN,0.856,0.144,0.0,14
214,0.0,Mon Jan 08 05:56:54 +0000 2018,CNN,1.0,0.0,0.0,15
215,0.4215,Mon Jan 08 05:43:42 +0000 2018,CNN,0.763,0.0,0.237,16
216,0.5574,Mon Jan 08 05:39:08 +0000 2018,CNN,0.82,0.0,0.18,17
217,0.4215,Mon Jan 08 05:30:09 +0000 2018,CNN,0.859,0.0,0.141,18
218,0.0,Mon Jan 08 05:26:03 +0000 2018,CNN,1.0,0.0,0.0,19
219,0.4767,Mon Jan 08 05:19:35 +0000 2018,CNN,0.744,0.0,0.256,20
220,-0.5267,Mon Jan 08 07:45:10 +0000 2018,CNN,0.703,0.215,0.082,21
221,0.0,Mon Jan 08 07:30:18 +0000 2018,CNN,1.0,0.0,0.0,22
222,-0.6124,Mon Jan 08 07:30:10 +0000 2018,CNN,0.688,0.312,0.0,23
223,0.0,Mon Jan 08 07:15:21 +0000 2018,CNN,1.0,0.0,0.0,24
224,-0.3182,Mon Jan 08 07:00:20 +0000 2018,CNN,0.892,0.108,0.0,25
225,0.4588,Mon Jan 08 06:45:06 +0000 2018,CNN,0.857,0.0,0.143,26
226,0.0,Mon Jan 08 06:42:00 +0000 2018,CNN,1.0,0.0,0.0,27
227,-0.34,Mon Jan 08 06:34:17 +0000 2018,CNN,0.888,0.112,0.0,28
228,-0.3626,Mon Jan 08 06:30:51 +0000 2018,CNN,0.838,0.162,0.0,29
229,0.3597,Mon Jan 08 06:30:13 +0000 2018,CNN,0.849,0.0,0.151,30
230,0.5719,Mon Jan 08 06:20:07 +0000 2018,CNN,0.73,0.0,0.27,31
231,0.0,Mon Jan 08 06:15:07 +0000 2018,CNN,1.0,0.0,0.0,32
232,0.0,Mon Jan 08 06:04:30 +0000 2018,CNN,1.0,0.0,0.0,33
233,-0.4927,Mon Jan 08 06:02:02 +0000 2018,CNN,0.856,0.144,0.0,34
234,0.0,Mon Jan 08 05:56:54 +0000 2018,CNN,1.0,0.0,0.0,35
235,0.4215,Mon Jan 08 05:43:42 +0000 2018,CNN,0.763,0.0,0.237,36
236,0.5574,Mon Jan 08 05:39:08 +0000 2018,CNN,0.82,0.0,0.18,37
237,0.4215,Mon Jan 08 05:30:09 +0000 2018,CNN,0.859,0.0,0.141,38
238,0.0,Mon Jan 08 05:26:03 +0000 2018,CNN,1.0,0.0,0.0,39
239,0.4767,Mon Jan 08 05:19:35 +0000 2018,CNN,0.744,0.0,0.256,40
240,-0.5267,Mon Jan 08 07:45:10 +0000 2018,CNN,0.703,0.215,0.082,41
241,0.0,Mon Jan 08 07:30:18 +0000 2018,CNN,1.0,0.0,0.0,42
242,-0.6124,Mon Jan 08 07:30:10 +0000 2018,CNN,0.688,0.312,0.0,43
243,0.0,Mon Jan 08 07:15:21 +0000 2018,CNN,1.0,0.0,0.0,44
244,-0.3182,Mon Jan 08 07:00:20 +0000 2018,CNN,0.892,0.108,0.0,45
245,0.4588,Mon Jan 08 06:45:06 +0000 2018,CNN,0.857,0.0,0.143,46
246,0.0,Mon Jan 08 06:42:00 +0000 2018,CNN,1.0,0.0,0.0,47
247,-0.34,Mon Jan 08 06:34:17 +0000 2018,CNN,0.888,0.112,0.0,48
248,-0.3626,Mon Jan 08 06:30:51 +0000 2018,CNN,0.838,0.162,0.0,49
249,0.3597,Mon Jan 08 06:30:13 +0000 2018,CNN,0.849,0.0,0.151,50
250,0.5719,Mon Jan 08 06:20:07 +0000 2018,CNN,0.73,0.0,0.27,51
251,0.0,Mon Jan 08 06:15:07 +0000 2018,CNN,1.0,0.0,0.0,52
252,0.0,Mon Jan 08 06:04:30 +0000 2018,CNN,1.0,0.0,0.0,53
253,-0.4927,Mon Jan 08 06:02:02 +0000 2018,CNN,0.856,0.144,0.0,54
254,0.0,Mon Jan 08 05:56:54 +0000 2018,CNN,1.0,0.0,0.0,55
255,0.4215,Mon Jan 08 05:43:42 +0000 2018,CNN,0.763,0.0,0.237,56
256,0.5574,Mon Jan 08 05:39:08 +0000 2018,CNN,0.82,0.0,0.18,57
257,0.4215,Mon Jan 08 05:30:09 +0000 2018,CNN,0.859,0.0,0.141,58
258,0.0,Mon Jan 08 05:26:03 +0000 2018,CNN,1.0,0.0,0.0,59
259,0.4767,Mon Jan 08 05:19:35 +0000 2018,CNN,0.744,0.0,0.256,60
260,-0.5267,Mon Jan 08 07:45:10 +0000 2018,CNN,0.703,0.215,0.082,61
261,0.0,Mon Jan 08 07:30:18 +0000 2018,CNN,1.0,0.0,0.0,62
262,-0.6124,Mon Jan 08 07:30:10 +0000 2018,CNN,0.688,0.312,0.0,63
263,0.0,Mon Jan 08 07:15:21 +0000 2018,CNN,1.0,0.0,0.0,64
264,-0.3182,Mon Jan 08 07:00:20 +0000 2018,CNN,0.892,0.108,0.0,65
265,0.4588,Mon Jan 08 06:45:06 +0000 2018,CNN,0.857,0.0,0.143,66
266,0.0,Mon Jan 08 06:42:00 +0000 2018,CNN,1.0,0.0,0.0,67
267,-0.34,Mon Jan 08 06:34:17 +0000 2018,CNN,0.888,0.112,0.0,68
